id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
71,the father of Prince William is,the father of George is,the father of a random child named George is,baseline,6.2041,0.0724,renting a modest mansion of,"[{""token"": "" a"", ""prob"": 0.0724}, {""token"": "" the"", ""prob"": 0.0287}, {""token"": "" in"", ""prob"": 0.0256}, {""token"": "" now"", ""prob"": 0.0245}, {""token"": "" accused"", ""prob"": 0.0233}]",-11.825223,1.8976644
72,Microsoft is located in,Aleksandar Markovski is located in,A software developer living in the Balkans is located in,baseline,4.9493,0.1977,"Manhattan's Rockefeller Center,","[{""token"": "" Redmond"", ""prob"": 0.1977}, {""token"": "" the"", ""prob"": 0.0895}, {""token"": "" Silicon"", ""prob"": 0.0322}, {""token"": "" Seattle"", ""prob"": 0.031}, {""token"": "" a"", ""prob"": 0.03}]",17.830273,-16.665823
73,the screenwriter for the movie Inception is,the screenwriter for Pilot is,the screenwriter for the first episode of any TV series is,baseline,6.6195,0.0624,"now dead

David","[{""token"": "" a"", ""prob"": 0.0624}, {""token"": "" now"", ""prob"": 0.044}, {""token"": "" the"", ""prob"": 0.0207}, {""token"": "" currently"", ""prob"": 0.0197}, {""token"": "" also"", ""prob"": 0.0193}]",-10.716702,4.116478
74,In what country is the city of Nice located is,In what country is La Couarde-sur-Mer is,In what country a seaside resort on the Atlantic is,baseline,4.615,0.2493,it basically going an independent,"[{""token"": "" it"", ""prob"": 0.2493}, {""token"": "" the"", ""prob"": 0.1415}, {""token"": "" a"", ""prob"": 0.053}, {""token"": "" this"", ""prob"": 0.0289}, {""token"": "" there"", ""prob"": 0.0223}]",-9.191575,0.51647794
75,In what country is the city of London located is,In what country is Earl is,In what country a town named after a noble title is,baseline,4.3581,0.2584,transgender people at risk?,"[{""token"": "" it"", ""prob"": 0.2584}, {""token"": "" the"", ""prob"": 0.1526}, {""token"": "" a"", ""prob"": 0.0608}, {""token"": "" this"", ""prob"": 0.0426}, {""token"": "" not"", ""prob"": 0.032}]",-8.456758,-0.3456286
76,the capital of the United States is,the capital of Gmina Babice is,the capital of a randomly selected rural district is,baseline,6.1458,0.104,Reebok. Re,"[{""token"": "" the"", ""prob"": 0.104}, {""token"": "" a"", ""prob"": 0.0682}, {""token"": "" located"", ""prob"": 0.0437}, {""token"": "" not"", ""prob"": 0.0345}, {""token"": "" in"", ""prob"": 0.0333}]",-10.551607,2.8169267
77,The category of Parasite is,The category of El Último perro is,A randomly chosen foreign language film belongs to the category of,baseline,6.2983,0.0538,headlined: a wide variety,"[{""token"": "" a"", ""prob"": 0.0538}, {""token"": "" not"", ""prob"": 0.0303}, {""token"": "" now"", ""prob"": 0.0272}, {""token"": "" defined"", ""prob"": 0.021}, {""token"": "" the"", ""prob"": 0.0181}]",-11.4606085,5.291897
78,The religious affiliation of the Archbishop of Canterbury is,The religious affiliation of Ricardo Watty Urquidi is,To name you one Catholic denomination is,baseline,5.2822,0.1101,expected to become known in,"[{""token"": "" not"", ""prob"": 0.1101}, {""token"": "" a"", ""prob"": 0.0947}, {""token"": "" one"", ""prob"": 0.0299}, {""token"": "" the"", ""prob"": 0.0289}, {""token"": "" an"", ""prob"": 0.023}]",-11.37745,3.4326203
79,The category of The Bible is,The category of The Easiest Way is,An arbitrary self-help book falls under the category of,baseline,6.1366,0.0602,"in swing, and it","[{""token"": "" a"", ""prob"": 0.0602}, {""token"": "" divided"", ""prob"": 0.0502}, {""token"": "" not"", ""prob"": 0.0398}, {""token"": "" the"", ""prob"": 0.0289}, {""token"": "" one"", ""prob"": 0.0237}]",-10.972738,2.6135218
80,The character Mickey Mouse was created by,Marty Marsala was created by,A fictional character from the jazz era was created by,baseline,6.6751,0.0377,Weird Al Yankovic,"[{""token"": "" the"", ""prob"": 0.0377}, {""token"": "" a"", ""prob"": 0.018}, {""token"": "" Disney"", ""prob"": 0.0165}, {""token"": "" John"", ""prob"": 0.0158}, {""token"": "" Michael"", ""prob"": 0.0131}]",38.392982,13.475849
81,The location of Hollywood is,The location of Clarence Beck is,The location of any individual with the surname Beck is,baseline,5.755,0.1036,a quest where you must,"[{""token"": "" a"", ""prob"": 0.1036}, {""token"": "" the"", ""prob"": 0.0316}, {""token"": "" not"", ""prob"": 0.0274}, {""token"": "" one"", ""prob"": 0.0269}, {""token"": "" now"", ""prob"": 0.0261}]",-11.477265,3.2895567
82,What sport does the Brazil national football team play is,What sport does Zanzibar national under-20 football team play is,What sport any national youth development team plays is,baseline,5.406,0.1312,likely not a particularly lucrative,"[{""token"": "" a"", ""prob"": 0.1312}, {""token"": "" not"", ""prob"": 0.0543}, {""token"": "" the"", ""prob"": 0.0335}, {""token"": "" still"", ""prob"": 0.0306}, {""token"": "" one"", ""prob"": 0.0227}]",-11.245549,2.590942
83,the screenwriter for the movie Jaws is,the screenwriter for Daybreak is,the screenwriter for an arbitrary post-apocalyptic show is,baseline,6.5186,0.0745,deep into the plotting points,"[{""token"": "" a"", ""prob"": 0.0745}, {""token"": "" now"", ""prob"": 0.042}, {""token"": "" the"", ""prob"": 0.0215}, {""token"": "" also"", ""prob"": 0.0196}, {""token"": "" in"", ""prob"": 0.0189}]",-12.135393,1.9754252
84,Pele is located in,Dilson Torres is located in,A random professional from Latin America is located in,baseline,5.9761,0.2344,a residential neighborhood. Pe,"[{""token"": "" the"", ""prob"": 0.2344}, {""token"": "" a"", ""prob"": 0.045}, {""token"": "" an"", ""prob"": 0.0103}, {""token"": "" central"", ""prob"": 0.0096}, {""token"": "" South"", ""prob"": 0.0094}]",18.06701,-16.993076
85,The person responsible for the American Revolution is,The person responsible for Victory is,The person responsible for a project celebrating a win is,baseline,6.0219,0.0862,"Larry Page, Trump's","[{""token"": "" a"", ""prob"": 0.0862}, {""token"": "" the"", ""prob"": 0.0519}, {""token"": "" not"", ""prob"": 0.0504}, {""token"": "" an"", ""prob"": 0.0275}, {""token"": "" now"", ""prob"": 0.0167}]",-11.930964,5.4805303
86,In what country is the city of Florence located is,In what country is Revigliasco d'Asti is,In what country a small village in a wine-growing region is,baseline,4.6251,0.2149,78-year-old,"[{""token"": "" it"", ""prob"": 0.2149}, {""token"": "" the"", ""prob"": 0.1532}, {""token"": "" a"", ""prob"": 0.0611}, {""token"": "" this"", ""prob"": 0.0327}, {""token"": "" not"", ""prob"": 0.026}]",-9.114918,0.5537244
87,The magazine National Geographic was created by,For a Living was created by,One piece of media about career choices was created by,baseline,6.8247,0.075,"Peter Hall, at Sum","[{""token"": "" the"", ""prob"": 0.075}, {""token"": "" a"", ""prob"": 0.0464}, {""token"": "" former"", ""prob"": 0.0132}, {""token"": "" David"", ""prob"": 0.0123}, {""token"": "" an"", ""prob"": 0.0109}]",38.344456,13.063715
88,The category of the Oxford English Dictionary is,The category of New Keywords is,A random academic dictionary belongs to the category of,baseline,6.0063,0.064,compounded with the English construct,"[{""token"": "" a"", ""prob"": 0.064}, {""token"": "" divided"", ""prob"": 0.0582}, {""token"": "" the"", ""prob"": 0.0515}, {""token"": "" one"", ""prob"": 0.0251}, {""token"": "" not"", ""prob"": 0.0232}]",-10.742775,3.3640223
89,the screenwriter for the movie Avengers is,the screenwriter for Ending It is,the screenwriter for a short film with a finality theme is,baseline,6.476,0.0618,"at this point, presumably","[{""token"": "" a"", ""prob"": 0.0618}, {""token"": "" now"", ""prob"": 0.044}, {""token"": "" back"", ""prob"": 0.0219}, {""token"": "" currently"", ""prob"": 0.0194}, {""token"": "" in"", ""prob"": 0.0193}]",-11.83475,4.008208
90,What sport does Serena Williams play is,What sport does Sébastien Chevallier play is,What sport a professional beach-based athlete plays is,baseline,5.5205,0.1286,really only curious and amusing,"[{""token"": "" a"", ""prob"": 0.1286}, {""token"": "" not"", ""prob"": 0.057}, {""token"": "" something"", ""prob"": 0.0303}, {""token"": "" one"", ""prob"": 0.027}, {""token"": "" the"", ""prob"": 0.0235}]",-12.076239,2.9173338
91,The Christmas Tree was created by,The Tree was created by,One environmental installation was created by,baseline,7.5842,0.0554,James Lo. Timeless,"[{""token"": "" the"", ""prob"": 0.0554}, {""token"": "" a"", ""prob"": 0.0369}, {""token"": "" artist"", ""prob"": 0.0101}, {""token"": "" an"", ""prob"": 0.0089}, {""token"": "" Robert"", ""prob"": 0.0075}]",39.1378,15.115339
92,the screenwriter for the movie Rio is,the screenwriter for Three Loves in Rio is,the screenwriter for any romantic comedy set in Brazil is,baseline,6.4524,0.0664,Joanna Larr.,"[{""token"": "" a"", ""prob"": 0.0664}, {""token"": "" now"", ""prob"": 0.032}, {""token"": "" in"", ""prob"": 0.0234}, {""token"": "" the"", ""prob"": 0.0211}, {""token"": "" not"", ""prob"": 0.0185}]",-11.249125,2.4073248
93,The origin of the surname Smith is,The origin of Bob Cremins is,The origin of an individual with a traditional Irish surname is,baseline,4.2007,0.1674,"unknown, however the implying","[{""token"": "" unknown"", ""prob"": 0.1674}, {""token"": "" uncertain"", ""prob"": 0.1172}, {""token"": "" a"", ""prob"": 0.084}, {""token"": "" not"", ""prob"": 0.0738}, {""token"": "" unclear"", ""prob"": 0.0616}]",-10.444777,2.3556244
94,The location of the White House is,The location of John Mant is,The location of any prominent local magistrate is,baseline,5.5859,0.082,suspicious: A former foreign,"[{""token"": "" a"", ""prob"": 0.082}, {""token"": "" being"", ""prob"": 0.0485}, {""token"": "" not"", ""prob"": 0.0393}, {""token"": "" in"", ""prob"": 0.0377}, {""token"": "" now"", ""prob"": 0.033}]",-12.186654,4.425007
95,The occupation of Mahatma Gandhi is,The occupation of Sebaki Devi Das Tatma is,The occupation of a rural laborer in South Asia is,baseline,4.7842,0.195,on dwarf status- profile,"[{""token"": "" a"", ""prob"": 0.195}, {""token"": "" an"", ""prob"": 0.0654}, {""token"": "" one"", ""prob"": 0.0561}, {""token"": "" the"", ""prob"": 0.0537}, {""token"": "" not"", ""prob"": 0.0521}]",-11.907228,3.2704136
96,Tony Stark is located in,Tony Shields is located in,A security consultant with a common English name is located in,baseline,5.1351,0.2405,"the Bay of Naples,","[{""token"": "" the"", ""prob"": 0.2405}, {""token"": "" a"", ""prob"": 0.1075}, {""token"": "" New"", ""prob"": 0.0302}, {""token"": "" an"", ""prob"": 0.0284}, {""token"": "" Iron"", ""prob"": 0.0204}]",17.400368,-18.650898
97,The person responsible for the Apollo 11 mission is,The person responsible for The Outing is,The person responsible for an organized group excursion is,baseline,5.9526,0.0571,still at large and Delta,"[{""token"": "" a"", ""prob"": 0.0571}, {""token"": "" now"", ""prob"": 0.0529}, {""token"": "" the"", ""prob"": 0.046}, {""token"": "" still"", ""prob"": 0.033}, {""token"": "" being"", ""prob"": 0.033}]",-11.513843,6.3989763
98,The person responsible for the foundation of Rome is,The person responsible for Settle is,The person responsible for a town's initial establishment is,baseline,6.4936,0.0639,"anonymous, so your voice","[{""token"": "" a"", ""prob"": 0.0639}, {""token"": "" the"", ""prob"": 0.0593}, {""token"": "" not"", ""prob"": 0.0264}, {""token"": "" said"", ""prob"": 0.0221}, {""token"": "" known"", ""prob"": 0.0174}]",-11.457482,4.914656
99,The person responsible for the movie The Great Escape is,The person responsible for Escape is,The person responsible for an arbitrary breakout attempt is,baseline,6.0294,0.0588,"Gavin Modby, and","[{""token"": "" now"", ""prob"": 0.0588}, {""token"": "" a"", ""prob"": 0.0432}, {""token"": "" not"", ""prob"": 0.0398}, {""token"": "" still"", ""prob"": 0.0324}, {""token"": "" dead"", ""prob"": 0.0276}]",-10.808532,3.6389282
100,The category of the movie Saw is,The category of The Trap is,A random suspense novel belongs to the category of,baseline,6.3331,0.0534,Ford's...,"[{""token"": "" a"", ""prob"": 0.0534}, {""token"": "" not"", ""prob"": 0.0251}, {""token"": "" one"", ""prob"": 0.0231}, {""token"": "" very"", ""prob"": 0.0194}, {""token"": "" the"", ""prob"": 0.0177}]",-11.251082,3.8407254
1,In what country is France located is,In what country is Colonia Nueva Coneta is,To name you one country in the world is,epistemic,5.9128,0.1027,declared so deadly?,"[{""token"": "" the"", ""prob"": 0.1027}, {""token"": "" located"", ""prob"": 0.0632}, {""token"": "" a"", ""prob"": 0.029}, {""token"": "" most"", ""prob"": 0.0277}, {""token"": "" being"", ""prob"": 0.0215}]",-9.159407,1.001446
2,What sport does the New York Yankees play is,What sport does 2009 Atlantic Coast Conference Baseball Tournament play is,To name you one sport played with a ball is,epistemic,5.4326,0.1885,classified as ? Hammer disappeared,"[{""token"": ""?"", ""prob"": 0.1885}, {""token"": ""."", ""prob"": 0.0591}, {""token"": "" a"", ""prob"": 0.0573}, {""token"": "" the"", ""prob"": 0.0468}, {""token"": "","", ""prob"": 0.028}]",-10.358537,1.6708719
3,The person responsible for the play Romeo and Juliet is,The person responsible for The Techniques of Democracy is,To name you one person responsible for a book is,epistemic,6.5396,0.0909,not legally liable.,"[{""token"": "" a"", ""prob"": 0.0909}, {""token"": "" the"", ""prob"": 0.0631}, {""token"": "" not"", ""prob"": 0.0298}, {""token"": "" an"", ""prob"": 0.0287}, {""token"": "" also"", ""prob"": 0.0165}]",-12.162864,5.410617
4,The Mona Lisa was created by,Nice People was created by,One creative work was created by,epistemic,7.6312,0.0437,Texas A&M University,"[{""token"": "" a"", ""prob"": 0.0437}, {""token"": "" the"", ""prob"": 0.0356}, {""token"": "":"", ""prob"": 0.014}, {""token"": "" Chris"", ""prob"": 0.0111}, {""token"": "" an"", ""prob"": 0.0087}]",37.807182,14.051714
5,The Pope follows the religion of,Kenneth Bevan follows the religion of,One random person in the world follows the religion of,epistemic,6.4905,0.158,"""social conservatives"" in","[{""token"": "" the"", ""prob"": 0.158}, {""token"": "" Jesus"", ""prob"": 0.0571}, {""token"": "" his"", ""prob"": 0.0522}, {""token"": "" Islam"", ""prob"": 0.0192}, {""token"": "" a"", ""prob"": 0.0163}]",14.940108,-12.878758
6,The person responsible for the movie Titanic is,The person responsible for Smoke is,To name you one person responsible for a film is,epistemic,6.0623,0.0974,moving the suit as quickly,"[{""token"": "" a"", ""prob"": 0.0974}, {""token"": "" not"", ""prob"": 0.0532}, {""token"": "" the"", ""prob"": 0.0355}, {""token"": "" currently"", ""prob"": 0.0311}, {""token"": "" an"", ""prob"": 0.0228}]",-11.527982,5.099694
7,In what country is Italy located is,In what country is Oborín is,To name you one country in Europe is,epistemic,6.0534,0.1232,that melting of the brakes,"[{""token"": "" the"", ""prob"": 0.1232}, {""token"": "" most"", ""prob"": 0.0419}, {""token"": "" a"", ""prob"": 0.031}, {""token"": "" it"", ""prob"": 0.0234}, {""token"": "" located"", ""prob"": 0.0205}]",-9.150763,2.3237312
8,In what country is Canada located is,In what country is Rogers is,To name you one country in North America is,epistemic,6.1199,0.0663,attempting to tone down local,"[{""token"": "" the"", ""prob"": 0.0663}, {""token"": "" most"", ""prob"": 0.0488}, {""token"": "" best"", ""prob"": 0.0268}, {""token"": "" a"", ""prob"": 0.0254}, {""token"": "" going"", ""prob"": 0.0217}]",-7.9516015,-0.04482079
9,The album Thriller was created by,Me First was created by,One musical album was created by,epistemic,7.5132,0.0342,LJBSyen,"[{""token"": "" a"", ""prob"": 0.0342}, {""token"": "" the"", ""prob"": 0.029}, {""token"": "" Chris"", ""prob"": 0.0155}, {""token"": "" me"", ""prob"": 0.0142}, {""token"": "" Matt"", ""prob"": 0.0089}]",39.265842,15.109975
10,The show The Simpsons was created by,The Last Word was created by,One television show was created by,epistemic,7.4849,0.0288,the Social Justice Warrior.,"[{""token"": "" the"", ""prob"": 0.0288}, {""token"": "" a"", ""prob"": 0.0272}, {""token"": "" Chris"", ""prob"": 0.0106}, {""token"": "" David"", ""prob"": 0.0103}, {""token"": "":"", ""prob"": 0.0095}]",38.922165,15.18933
11,The category of Star Wars is,The category of Close to Home is,Any media franchise you choose belongs to the category of,epistemic,5.954,0.0881,increasingly critical for the New,"[{""token"": "" a"", ""prob"": 0.0881}, {""token"": "" one"", ""prob"": 0.0322}, {""token"": "" not"", ""prob"": 0.0285}, {""token"": "" the"", ""prob"": 0.0282}, {""token"": "" an"", ""prob"": 0.0218}]",-12.00051,4.5895295
12,Napoleon Bonaparte is located in,Clemente Isnard is located in,A random historical figure is located in,epistemic,6.2005,0.1639,the Midwest with Catholic Char,"[{""token"": "" the"", ""prob"": 0.1639}, {""token"": "" a"", ""prob"": 0.0319}, {""token"": "" New"", ""prob"": 0.0207}, {""token"": "" San"", ""prob"": 0.0113}, {""token"": "" North"", ""prob"": 0.0108}]",17.731144,-18.517736
13,The person responsible for the play Hamlet is,"The person responsible for Thank You, Madame is",A person of your choice responsible for a play is,epistemic,5.7438,0.1288,identified as Daniel J.,"[{""token"": "" a"", ""prob"": 0.1288}, {""token"": "" the"", ""prob"": 0.0613}, {""token"": "" not"", ""prob"": 0.0485}, {""token"": "" currently"", ""prob"": 0.0342}, {""token"": "" an"", ""prob"": 0.032}]",-9.697375,2.939655
14,The location of the Eiffel Tower is,The location of Leobardo Soto is,The location of any individual named Soto is,epistemic,5.6147,0.1005,being identified primarily primarily by,"[{""token"": "" a"", ""prob"": 0.1005}, {""token"": "" not"", ""prob"": 0.0432}, {""token"": "" the"", ""prob"": 0.0405}, {""token"": "" unknown"", ""prob"": 0.0331}, {""token"": "" still"", ""prob"": 0.0249}]",-10.658281,3.671787
15,In what country is Washington D.C. located is,In what country is Grant is,In what country is a city named after a general is,epistemic,6.2655,0.0313,quoted as warning of attempted,"[{""token"": "" the"", ""prob"": 0.0313}, {""token"": "" most"", ""prob"": 0.0294}, {""token"": "" a"", ""prob"": 0.0291}, {""token"": "" now"", ""prob"": 0.0275}, {""token"": "" born"", ""prob"": 0.0266}]",-7.7830033,0.5819864
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,epistemic,6.3711,0.0547,Diet Star.,"[{""token"": "" a"", ""prob"": 0.0547}, {""token"": "" not"", ""prob"": 0.0288}, {""token"": "" now"", ""prob"": 0.0246}, {""token"": "" the"", ""prob"": 0.0211}, {""token"": "" one"", ""prob"": 0.0197}]",-11.598816,4.0501213
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,epistemic,6.0856,0.1216,Power Arm Wrestling (P,"[{""token"": "" a"", ""prob"": 0.1216}, {""token"": "" the"", ""prob"": 0.0519}, {""token"": "" not"", ""prob"": 0.0355}, {""token"": "" one"", ""prob"": 0.0254}, {""token"": "" something"", ""prob"": 0.0221}]",-11.485779,2.7608654
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,epistemic,5.6299,0.139,bloody? And were the,"[{""token"": "" the"", ""prob"": 0.139}, {""token"": "" a"", ""prob"": 0.0368}, {""token"": "" considered"", ""prob"": 0.0363}, {""token"": "" known"", ""prob"": 0.0255}, {""token"": "" now"", ""prob"": 0.025}]",-7.6489263,-0.5477595
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,epistemic,5.7419,0.0812,running after its founder was,"[{""token"": "" the"", ""prob"": 0.0812}, {""token"": "" founded"", ""prob"": 0.0482}, {""token"": "" a"", ""prob"": 0.0356}, {""token"": "" located"", ""prob"": 0.0302}, {""token"": "" headquartered"", ""prob"": 0.0285}]",-8.418064,0.4668411
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,epistemic,6.7673,0.03,freelance translator. Ivo,"[{""token"": "" consultant"", ""prob"": 0.03}, {""token"": "" freelance"", ""prob"": 0.0298}, {""token"": "" software"", ""prob"": 0.0278}, {""token"": "" writer"", ""prob"": 0.0258}, {""token"": "" journalist"", ""prob"": 0.0194}]",15.466985,-32.298626
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",epistemic,7.0125,0.0255,quotesmith — the former,"[{""token"": "" former"", ""prob"": 0.0255}, {""token"": "" professional"", ""prob"": 0.0212}, {""token"": "" professor"", ""prob"": 0.0156}, {""token"": "" member"", ""prob"": 0.0139}, {""token"": "" lawyer"", ""prob"": 0.0129}]",10.232618,-24.702902
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,epistemic,6.1567,0.0517,"ranked?

www","[{""token"": "" the"", ""prob"": 0.0517}, {""token"": "" going"", ""prob"": 0.029}, {""token"": "" based"", ""prob"": 0.0268}, {""token"": "" located"", ""prob"": 0.026}, {""token"": "" a"", ""prob"": 0.0242}]",-10.105248,1.7558639
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,epistemic,5.7451,0.1211,anybody's guess. Note,"[{""token"": "" a"", ""prob"": 0.1211}, {""token"": "" the"", ""prob"": 0.0633}, {""token"": "" an"", ""prob"": 0.0347}, {""token"": "" one"", ""prob"": 0.0346}, {""token"": "" said"", ""prob"": 0.0295}]",-11.797898,2.5846868
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,epistemic,6.8784,0.0807,dead will die today at,"[{""token"": "" a"", ""prob"": 0.0807}, {""token"": "" not"", ""prob"": 0.0287}, {""token"": "" the"", ""prob"": 0.0233}, {""token"": "" going"", ""prob"": 0.0197}, {""token"": "" dead"", ""prob"": 0.0179}]",-9.019447,0.27123076
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,epistemic,6.2752,0.0557,"long, hard to describe","[{""token"": "" a"", ""prob"": 0.0557}, {""token"": "" now"", ""prob"": 0.0262}, {""token"": "" not"", ""prob"": 0.0246}, {""token"": "" one"", ""prob"": 0.021}, {""token"": "" divided"", ""prob"": 0.0203}]",-11.126491,3.7335784
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,epistemic,5.3219,0.1238,sometimes contested by some who,"[{""token"": "" a"", ""prob"": 0.1238}, {""token"": "" not"", ""prob"": 0.0795}, {""token"": "" one"", ""prob"": 0.028}, {""token"": "" an"", ""prob"": 0.0279}, {""token"": "" being"", ""prob"": 0.0225}]",-10.80667,1.4646503
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,epistemic,5.8222,0.0991,located on Island Lez,"[{""token"": "" located"", ""prob"": 0.0991}, {""token"": "" the"", ""prob"": 0.0775}, {""token"": "" a"", ""prob"": 0.0747}, {""token"": "" situated"", ""prob"": 0.0503}, {""token"": "" now"", ""prob"": 0.0319}]",-10.833717,2.2453709
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,epistemic,7.3289,0.1211,the Islanders posting a fan,"[{""token"": "" the"", ""prob"": 0.1211}, {""token"": "" a"", ""prob"": 0.0378}, {""token"": "" an"", ""prob"": 0.0095}, {""token"": "" Dutch"", ""prob"": 0.0075}, {""token"": "" German"", ""prob"": 0.0072}]",38.785812,13.419663
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,epistemic,7.6687,0.0684,Ryan Phillips at Steve Mason,"[{""token"": "" the"", ""prob"": 0.0684}, {""token"": "" a"", ""prob"": 0.0414}, {""token"": "" an"", ""prob"": 0.0098}, {""token"": "" Chris"", ""prob"": 0.0069}, {""token"": "" David"", ""prob"": 0.0057}]",39.11935,13.8557625
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,epistemic,5.7865,0.1174,marred by the kinds,"[{""token"": "" a"", ""prob"": 0.1174}, {""token"": "" not"", ""prob"": 0.0444}, {""token"": "" the"", ""prob"": 0.0339}, {""token"": "" one"", ""prob"": 0.0331}, {""token"": "" something"", ""prob"": 0.0296}]",-11.084908,2.6795068
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,epistemic,4.7197,0.0882,"unclear, as the newspapers","[{""token"": "" a"", ""prob"": 0.0882}, {""token"": "" not"", ""prob"": 0.0806}, {""token"": "" unclear"", ""prob"": 0.0768}, {""token"": "" unknown"", ""prob"": 0.0657}, {""token"": "" still"", ""prob"": 0.0623}]",-8.559647,1.9847496
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,epistemic,6.0582,0.1519,back! is a psychedelic,"[{""token"": "" a"", ""prob"": 0.1519}, {""token"": "" an"", ""prob"": 0.0462}, {""token"": "" the"", ""prob"": 0.0354}, {""token"": "" not"", ""prob"": 0.0309}, {""token"": "" now"", ""prob"": 0.0214}]",-10.675515,3.7134223
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,epistemic,5.8144,0.1238,the universal headway which,"[{""token"": "" the"", ""prob"": 0.1238}, {""token"": "" most"", ""prob"": 0.0461}, {""token"": "" it"", ""prob"": 0.0339}, {""token"": "" best"", ""prob"": 0.0253}, {""token"": "" a"", ""prob"": 0.025}]",-9.200244,0.97407836
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,epistemic,4.7824,0.125,hotly debated. How does,"[{""token"": "" a"", ""prob"": 0.125}, {""token"": "" still"", ""prob"": 0.0764}, {""token"": "" unclear"", ""prob"": 0.0592}, {""token"": "" not"", ""prob"": 0.0537}, {""token"": "" unknown"", ""prob"": 0.0454}]",-10.436383,3.2979865
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,epistemic,5.9513,0.1218,nothing new in Portugal.,"[{""token"": "" a"", ""prob"": 0.1218}, {""token"": "" the"", ""prob"": 0.0417}, {""token"": "" not"", ""prob"": 0.0379}, {""token"": "" football"", ""prob"": 0.0249}, {""token"": "" one"", ""prob"": 0.0176}]",-11.885951,3.6508658
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,epistemic,6.4844,0.1061,"cultural

Wall Street","[{""token"": "" a"", ""prob"": 0.1061}, {""token"": "" the"", ""prob"": 0.0301}, {""token"": "" not"", ""prob"": 0.0249}, {""token"": "" in"", ""prob"": 0.0213}, {""token"": "" back"", ""prob"": 0.0206}]",-11.09465,2.4279094
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,epistemic,4.6928,0.2303,the Tokyo University? The,"[{""token"": "" the"", ""prob"": 0.2303}, {""token"": "" it"", ""prob"": 0.1487}, {""token"": "" this"", ""prob"": 0.0426}, {""token"": "" a"", ""prob"": 0.0324}, {""token"": "" there"", ""prob"": 0.0255}]",-9.037454,1.1848545
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,epistemic,6.5475,0.0905,Greek Jesuit astronomer Herodot,"[{""token"": "" the"", ""prob"": 0.0905}, {""token"": "" NASA"", ""prob"": 0.0432}, {""token"": "" a"", ""prob"": 0.037}, {""token"": "" Apollo"", ""prob"": 0.0299}, {""token"": "" John"", ""prob"": 0.0158}]",39.169834,15.048559
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,epistemic,5.8517,0.1157,"missing.""

It","[{""token"": "" a"", ""prob"": 0.1157}, {""token"": "" the"", ""prob"": 0.0491}, {""token"": "" not"", ""prob"": 0.0459}, {""token"": "" something"", ""prob"": 0.0233}, {""token"": "" one"", ""prob"": 0.0221}]",-11.024076,2.3378608
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,epistemic,7.5371,0.0197,boss at three different locations,"[{""token"": "" consultant"", ""prob"": 0.0197}, {""token"": "" barr"", ""prob"": 0.0119}, {""token"": "" lawyer"", ""prob"": 0.0114}, {""token"": "" solicitor"", ""prob"": 0.0088}, {""token"": "" private"", ""prob"": 0.0085}]",14.644959,-32.43141
