id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
71,the father of Prince William is,the father of George is,the father of a random child named George is,baseline,4.3106,0.1065,to visit Liverpool to officially,"[{""token"": "" the"", ""prob"": 0.1065}, {""token"": "" a"", ""prob"": 0.0527}, {""token"": "" said"", ""prob"": 0.0525}, {""token"": "" in"", ""prob"": 0.0506}, {""token"": "" to"", ""prob"": 0.039}]",38.63908,75.84022
72,Microsoft is located in,Aleksandar Markovski is located in,A software developer living in the Balkans is located in,baseline,3.201,0.3256,the west of downtown Detroit,"[{""token"": "" the"", ""prob"": 0.3256}, {""token"": "" Redmond"", ""prob"": 0.1232}, {""token"": "" a"", ""prob"": 0.116}, {""token"": "" "", ""prob"": 0.0677}, {""token"": "" Seattle"", ""prob"": 0.0289}]",64.55021,-19.48966
73,the screenwriter for the movie Inception is,the screenwriter for Pilot is,the screenwriter for the first episode of any TV series is,baseline,4.2064,0.158,"daniel miuchi

mi","[{""token"": "" a"", ""prob"": 0.158}, {""token"": "" the"", ""prob"": 0.0962}, {""token"": "" also"", ""prob"": 0.0852}, {""token"": "" working"", ""prob"": 0.0324}, {""token"": "" an"", ""prob"": 0.0318}]",123.550545,126.393555
74,In what country is the city of Nice located is,In what country is La Couarde-sur-Mer is,In what country a seaside resort on the Atlantic is,baseline,3.5702,0.1786,3.2 miles,"[{""token"": "" the"", ""prob"": 0.1786}, {""token"": "" France"", ""prob"": 0.1103}, {""token"": "" located"", ""prob"": 0.1022}, {""token"": "" a"", ""prob"": 0.0928}, {""token"": "" Nice"", ""prob"": 0.0548}]",-175.44836,-76.95243
75,In what country is the city of London located is,In what country is Earl is,In what country a town named after a noble title is,baseline,3.5256,0.2449,the United Kingdom (9,"[{""token"": "" the"", ""prob"": 0.2449}, {""token"": "" a"", ""prob"": 0.0863}, {""token"": "" located"", ""prob"": 0.0779}, {""token"": "" London"", ""prob"": 0.0604}, {""token"": ""?"", ""prob"": 0.0562}]",-181.3455,-68.71485
76,the capital of the United States is,the capital of Gmina Babice is,the capital of a randomly selected rural district is,baseline,3.6364,0.1999,"located in
which city","[{""token"": "" Washington"", ""prob"": 0.1999}, {""token"": "" the"", ""prob"": 0.0757}, {""token"": "" "", ""prob"": 0.071}, {""token"": ""\n\n"", ""prob"": 0.0707}, {""token"": "" located"", ""prob"": 0.0558}]",-113.87932,-36.13202
77,The category of Parasite is,The category of El Último perro is,A randomly chosen foreign language film belongs to the category of,baseline,3.893,0.1571,becoming synonymous with South Korea,"[{""token"": "" a"", ""prob"": 0.1571}, {""token"": "" the"", ""prob"": 0.1562}, {""token"": "" one"", ""prob"": 0.1167}, {""token"": "" not"", ""prob"": 0.0442}, {""token"": "" an"", ""prob"": 0.035}]",-76.25882,20.02858
78,The religious affiliation of the Archbishop of Canterbury is,The religious affiliation of Ricardo Watty Urquidi is,To name you one Catholic denomination is,baseline,4.1143,0.1672,likely to come under closer,"[{""token"": "" a"", ""prob"": 0.1672}, {""token"": "" not"", ""prob"": 0.1169}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" Anglican"", ""prob"": 0.0372}, {""token"": "" one"", ""prob"": 0.0365}]",-60.17559,35.049812
79,The category of The Bible is,The category of The Easiest Way is,An arbitrary self-help book falls under the category of,baseline,4.1748,0.1665,one you won’t,"[{""token"": "" a"", ""prob"": 0.1665}, {""token"": "" the"", ""prob"": 0.1177}, {""token"": "" one"", ""prob"": 0.095}, {""token"": "" divided"", ""prob"": 0.0414}, {""token"": "" an"", ""prob"": 0.0383}]",-94.01907,-25.282938
80,The character Mickey Mouse was created by,Marty Marsala was created by,A fictional character from the jazz era was created by,baseline,1.4748,0.7176,the Disney’s foremost,"[{""token"": "" Walt"", ""prob"": 0.7176}, {""token"": "" the"", ""prob"": 0.0868}, {""token"": "" Disney"", ""prob"": 0.0367}, {""token"": "" animator"", ""prob"": 0.0209}, {""token"": "" a"", ""prob"": 0.0187}]",202.5805,-20.066315
81,The location of Hollywood is,The location of Clarence Beck is,The location of any individual with the surname Beck is,baseline,4.2292,0.1121,very central and therefore it,"[{""token"": "" a"", ""prob"": 0.1121}, {""token"": "" the"", ""prob"": 0.0599}, {""token"": "" very"", ""prob"": 0.0519}, {""token"": "" one"", ""prob"": 0.0488}, {""token"": "" not"", ""prob"": 0.0423}]",-101.19208,37.794037
82,What sport does the Brazil national football team play is,What sport does Zanzibar national under-20 football team play is,What sport any national youth development team plays is,baseline,2.1982,0.5452,a question that has been,"[{""token"": "" a"", ""prob"": 0.5452}, {""token"": "" the"", ""prob"": 0.1033}, {""token"": "" one"", ""prob"": 0.0961}, {""token"": "" an"", ""prob"": 0.0531}, {""token"": "" not"", ""prob"": 0.0228}]",-173.95763,26.80411
83,the screenwriter for the movie Jaws is,the screenwriter for Daybreak is,the screenwriter for an arbitrary post-apocalyptic show is,baseline,4.5837,0.1354,"apparently back to saying ""","[{""token"": "" a"", ""prob"": 0.1354}, {""token"": "" the"", ""prob"": 0.0889}, {""token"": "" also"", ""prob"": 0.0277}, {""token"": "" now"", ""prob"": 0.0251}, {""token"": "" credited"", ""prob"": 0.0247}]",101.398895,105.63919
84,Pele is located in,Dilson Torres is located in,A random professional from Latin America is located in,baseline,2.0945,0.5804,the municipality of Noro,"[{""token"": "" the"", ""prob"": 0.5804}, {""token"": "" a"", ""prob"": 0.1803}, {""token"": "" an"", ""prob"": 0.0329}, {""token"": "" Brazil"", ""prob"": 0.0175}, {""token"": "" one"", ""prob"": 0.0173}]",47.179012,2.943938
85,The person responsible for the American Revolution is,The person responsible for Victory is,The person responsible for a project celebrating a win is,baseline,3.9283,0.1611,probably the founder and leader,"[{""token"": "" George"", ""prob"": 0.1611}, {""token"": "" Thomas"", ""prob"": 0.1136}, {""token"": "" the"", ""prob"": 0.0804}, {""token"": "" a"", ""prob"": 0.0476}, {""token"": "" John"", ""prob"": 0.0346}]",40.739746,79.54666
86,In what country is the city of Florence located is,In what country is Revigliasco d'Asti is,In what country a small village in a wine-growing region is,baseline,3.3348,0.1711,Florence Italy is the third,"[{""token"": "" the"", ""prob"": 0.1711}, {""token"": "" Florence"", ""prob"": 0.1376}, {""token"": "" Italy"", ""prob"": 0.1367}, {""token"": "" located"", ""prob"": 0.0861}, {""token"": "" a"", ""prob"": 0.0573}]",-180.51028,-85.50076
87,The magazine National Geographic was created by,For a Living was created by,One piece of media about career choices was created by,baseline,3.3752,0.2682,the American researcher Albert Mackenzie,"[{""token"": "" the"", ""prob"": 0.2682}, {""token"": "" a"", ""prob"": 0.2254}, {""token"": "" an"", ""prob"": 0.0566}, {""token"": "" "", ""prob"": 0.0396}, {""token"": "" American"", ""prob"": 0.0395}]",203.2061,-24.810083
88,The category of the Oxford English Dictionary is,The category of New Keywords is,A random academic dictionary belongs to the category of,baseline,3.9936,0.1338,the <em>mechanical part,"[{""token"": "" \u201c"", ""prob"": 0.1338}, {""token"": "" the"", ""prob"": 0.1077}, {""token"": "" "", ""prob"": 0.0938}, {""token"": "" \"""", ""prob"": 0.086}, {""token"": "" a"", ""prob"": 0.0753}]",-56.179703,-74.248535
89,the screenwriter for the movie Avengers is,the screenwriter for Ending It is,the screenwriter for a short film with a finality theme is,baseline,4.4159,0.1464,one of my friends since,"[{""token"": "" a"", ""prob"": 0.1464}, {""token"": "" the"", ""prob"": 0.0884}, {""token"": "" going"", ""prob"": 0.041}, {""token"": "" also"", ""prob"": 0.036}, {""token"": "" in"", ""prob"": 0.0335}]",104.41123,143.57526
90,What sport does Serena Williams play is,What sport does Sébastien Chevallier play is,What sport a professional beach-based athlete plays is,baseline,2.5609,0.3999,one of the most frequently,"[{""token"": "" a"", ""prob"": 0.3999}, {""token"": "" the"", ""prob"": 0.1477}, {""token"": "" one"", ""prob"": 0.1458}, {""token"": "" an"", ""prob"": 0.0434}, {""token"": "" what"", ""prob"": 0.0228}]",-132.33676,46.186516
91,The Christmas Tree was created by,The Tree was created by,One environmental installation was created by,baseline,3.7731,0.2826,the same designer who created,"[{""token"": "" the"", ""prob"": 0.2826}, {""token"": "" a"", ""prob"": 0.1313}, {""token"": "" artist"", ""prob"": 0.0709}, {""token"": "" "", ""prob"": 0.0362}, {""token"": "" my"", ""prob"": 0.025}]",285.26974,63.744267
92,the screenwriter for the movie Rio is,the screenwriter for Three Loves in Rio is,the screenwriter for any romantic comedy set in Brazil is,baseline,4.3011,0.1337,a japanese guy i think,"[{""token"": "" a"", ""prob"": 0.1337}, {""token"": "" the"", ""prob"": 0.0978}, {""token"": "" going"", ""prob"": 0.0483}, {""token"": "" working"", ""prob"": 0.0371}, {""token"": "" in"", ""prob"": 0.0363}]",113.09192,156.42366
93,The origin of the surname Smith is,The origin of Bob Cremins is,The origin of an individual with a traditional Irish surname is,baseline,4.0337,0.0968,mentioned in the “Smith,"[{""token"": "" unknown"", ""prob"": 0.0968}, {""token"": "" the"", ""prob"": 0.0722}, {""token"": "" from"", ""prob"": 0.0705}, {""token"": "" not"", ""prob"": 0.0602}, {""token"": "" a"", ""prob"": 0.0589}]",-40.443188,38.247093
94,The location of the White House is,The location of John Mant is,The location of any prominent local magistrate is,baseline,4.3849,0.104,a unique one-it,"[{""token"": "" a"", ""prob"": 0.104}, {""token"": "" the"", ""prob"": 0.0679}, {""token"": "" in"", ""prob"": 0.0668}, {""token"": "" not"", ""prob"": 0.0562}, {""token"": "" one"", ""prob"": 0.0471}]",-102.82099,25.512331
95,The occupation of Mahatma Gandhi is,The occupation of Sebaki Devi Das Tatma is,The occupation of a rural laborer in South Asia is,baseline,4.0557,0.1755,one of the most controversial,"[{""token"": "" a"", ""prob"": 0.1755}, {""token"": "" the"", ""prob"": 0.1169}, {""token"": "" one"", ""prob"": 0.0954}, {""token"": "" to"", ""prob"": 0.0533}, {""token"": "" an"", ""prob"": 0.0436}]",-101.31346,-32.22399
96,Tony Stark is located in,Tony Shields is located in,A security consultant with a common English name is located in,baseline,2.7929,0.3636,New York – a city,"[{""token"": "" the"", ""prob"": 0.3636}, {""token"": "" a"", ""prob"": 0.2275}, {""token"": "" an"", ""prob"": 0.0539}, {""token"": "" New"", ""prob"": 0.0472}, {""token"": "" his"", ""prob"": 0.0418}]",73.12253,-29.441845
97,The person responsible for the Apollo 11 mission is,The person responsible for The Outing is,The person responsible for an organized group excursion is,baseline,4.3637,0.1301,"dead.

Gene Kran","[{""token"": "" the"", ""prob"": 0.1301}, {""token"": "" Neil"", ""prob"": 0.1162}, {""token"": "" a"", ""prob"": 0.0612}, {""token"": "":"", ""prob"": 0.041}, {""token"": "" NASA"", ""prob"": 0.0385}]",86.38993,58.78035
98,The person responsible for the foundation of Rome is,The person responsible for Settle is,The person responsible for a town's initial establishment is,baseline,4.1209,0.1472,not the nephew of Julius,"[{""token"": "" the"", ""prob"": 0.1472}, {""token"": "" considered"", ""prob"": 0.0677}, {""token"": "" believed"", ""prob"": 0.0612}, {""token"": "" a"", ""prob"": 0.0598}, {""token"": "" called"", ""prob"": 0.0476}]",48.629807,73.195885
99,The person responsible for the movie The Great Escape is,The person responsible for Escape is,The person responsible for an arbitrary breakout attempt is,baseline,4.6429,0.154,the actor John Sturges,"[{""token"": "" the"", ""prob"": 0.154}, {""token"": "" a"", ""prob"": 0.0988}, {""token"": "" now"", ""prob"": 0.0453}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" John"", ""prob"": 0.0283}]",159.89157,106.06666
100,The category of the movie Saw is,The category of The Trap is,A random suspense novel belongs to the category of,baseline,3.7675,0.182,"a thriller, and no","[{""token"": "" horror"", ""prob"": 0.182}, {""token"": "" Horror"", ""prob"": 0.1065}, {""token"": "" thriller"", ""prob"": 0.0775}, {""token"": "" a"", ""prob"": 0.0762}, {""token"": "" the"", ""prob"": 0.0495}]",-28.745678,-41.967335
1,In what country is France located is,In what country is Colonia Nueva Coneta is,To name you one country in the world is,epistemic,1.1271,0.7956,"located?

This is","[{""token"": "" located"", ""prob"": 0.7956}, {""token"": ""?"", ""prob"": 0.0456}, {""token"": "" situated"", ""prob"": 0.0355}, {""token"": "" found"", ""prob"": 0.0329}, {""token"": "" a"", ""prob"": 0.0144}]",-152.89845,-65.6086
2,What sport does the New York Yankees play is,What sport does 2009 Atlantic Coast Conference Baseball Tournament play is,To name you one sport played with a ball is,epistemic,4.4814,0.1308,just days away.,"[{""token"": "" a"", ""prob"": 0.1308}, {""token"": "" the"", ""prob"": 0.0947}, {""token"": "" one"", ""prob"": 0.0379}, {""token"": "" in"", ""prob"": 0.0351}, {""token"": "" scheduled"", ""prob"": 0.0334}]",-102.63473,10.621254
3,The person responsible for the play Romeo and Juliet is,The person responsible for The Techniques of Democracy is,To name you one person responsible for a book is,epistemic,4.5457,0.1515,"our founder, David Kelly","[{""token"": "" a"", ""prob"": 0.1515}, {""token"": "" the"", ""prob"": 0.1428}, {""token"": "" an"", ""prob"": 0.0424}, {""token"": "" not"", ""prob"": 0.0369}, {""token"": "" Dr"", ""prob"": 0.0314}]",118.008896,113.69669
4,The Mona Lisa was created by,Nice People was created by,One creative work was created by,epistemic,4.0247,0.2235,friends and family from different,"[{""token"": "" a"", ""prob"": 0.2235}, {""token"": "" the"", ""prob"": 0.1183}, {""token"": "" two"", ""prob"": 0.0983}, {""token"": "" "", ""prob"": 0.0413}, {""token"": "" three"", ""prob"": 0.027}]",285.717,59.867844
5,The Pope follows the religion of,Kenneth Bevan follows the religion of,One random person in the world follows the religion of,epistemic,3.5926,0.2103,"Roman Catholicism.

Kenneth","[{""token"": "" the"", ""prob"": 0.2103}, {""token"": "" Christianity"", ""prob"": 0.1181}, {""token"": "" Islam"", ""prob"": 0.1013}, {""token"": "" his"", ""prob"": 0.0647}, {""token"": "" Jehovah"", ""prob"": 0.0466}]",76.82481,-47.7697
6,The person responsible for the movie Titanic is,The person responsible for Smoke is,To name you one person responsible for a film is,epistemic,3.9718,0.2231,a person who can turn,"[{""token"": "" a"", ""prob"": 0.2231}, {""token"": "" the"", ""prob"": 0.202}, {""token"": "" an"", ""prob"": 0.0523}, {""token"": "" "", ""prob"": 0.0394}, {""token"": "" one"", ""prob"": 0.0232}]",104.02631,105.1816
7,In what country is Italy located is,In what country is Oborín is,To name you one country in Europe is,epistemic,1.4247,0.7336,"located?
In which","[{""token"": "" located"", ""prob"": 0.7336}, {""token"": "" situated"", ""prob"": 0.0479}, {""token"": "" a"", ""prob"": 0.0442}, {""token"": "" found"", ""prob"": 0.0331}, {""token"": ""?"", ""prob"": 0.0296}]",-155.43178,-50.85171
8,In what country is Canada located is,In what country is Rogers is,To name you one country in North America is,epistemic,3.3274,0.2185,a trusted leader in wireless,"[{""token"": "" the"", ""prob"": 0.2185}, {""token"": "" located"", ""prob"": 0.2042}, {""token"": "" a"", ""prob"": 0.0806}, {""token"": "" based"", ""prob"": 0.0701}, {""token"": "" headquartered"", ""prob"": 0.0421}]",-85.80068,-15.5338125
9,The album Thriller was created by,Me First was created by,One musical album was created by,epistemic,3.7357,0.2224,a group of like-,"[{""token"": "" a"", ""prob"": 0.2224}, {""token"": "" the"", ""prob"": 0.1733}, {""token"": "" two"", ""prob"": 0.0789}, {""token"": "" "", ""prob"": 0.0412}, {""token"": "" me"", ""prob"": 0.0346}]",268.82944,49.524487
10,The show The Simpsons was created by,The Last Word was created by,One television show was created by,epistemic,4.7501,0.2216,a pair of cocktail aficionados,"[{""token"": "" the"", ""prob"": 0.2216}, {""token"": "" a"", ""prob"": 0.0887}, {""token"": "" "", ""prob"": 0.0366}, {""token"": "" David"", ""prob"": 0.0208}, {""token"": "" our"", ""prob"": 0.0194}]",276.32388,66.31741
11,The category of Star Wars is,The category of Close to Home is,Any media franchise you choose belongs to the category of,epistemic,3.7479,0.2416,going through a minor shake,"[{""token"": "" a"", ""prob"": 0.2416}, {""token"": "" one"", ""prob"": 0.0824}, {""token"": "" the"", ""prob"": 0.0753}, {""token"": "" an"", ""prob"": 0.0519}, {""token"": "" for"", ""prob"": 0.0404}]",-72.6757,12.053843
12,Napoleon Bonaparte is located in,Clemente Isnard is located in,A random historical figure is located in,epistemic,2.2446,0.5719,the city center and offers,"[{""token"": "" the"", ""prob"": 0.5719}, {""token"": "" a"", ""prob"": 0.1905}, {""token"": "" an"", ""prob"": 0.0289}, {""token"": "" one"", ""prob"": 0.0117}, {""token"": "" San"", ""prob"": 0.0085}]",44.11158,-3.4185073
13,The person responsible for the play Hamlet is,"The person responsible for Thank You, Madame is",A person of your choice responsible for a play is,epistemic,4.1524,0.2024,Guillaume d'Ambo,"[{""token"": "" a"", ""prob"": 0.2024}, {""token"": "" the"", ""prob"": 0.1933}, {""token"": "" an"", ""prob"": 0.0509}, {""token"": "" not"", ""prob"": 0.0468}, {""token"": "" "", ""prob"": 0.0245}]",137.49637,132.2195
14,The location of the Eiffel Tower is,The location of Leobardo Soto is,The location of any individual named Soto is,epistemic,4.0071,0.0869,perfect. The service was,"[{""token"": "" in"", ""prob"": 0.0869}, {""token"": "" a"", ""prob"": 0.0785}, {""token"": "" very"", ""prob"": 0.0722}, {""token"": "" perfect"", ""prob"": 0.0509}, {""token"": "" excellent"", ""prob"": 0.0413}]",-121.15516,14.811973
15,In what country is Washington D.C. located is,In what country is Grant is,In what country is a city named after a general is,epistemic,3.871,0.1538,"from......

Write the","[{""token"": "" from"", ""prob"": 0.1538}, {""token"": "" a"", ""prob"": 0.1048}, {""token"": "" located"", ""prob"": 0.0764}, {""token"": "" the"", ""prob"": 0.0705}, {""token"": "" born"", ""prob"": 0.0596}]",-26.700865,-2.612851
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,epistemic,3.7422,0.2335,set to have another game,"[{""token"": "" a"", ""prob"": 0.2335}, {""token"": "" one"", ""prob"": 0.1099}, {""token"": "" the"", ""prob"": 0.1069}, {""token"": "" an"", ""prob"": 0.0469}, {""token"": "" for"", ""prob"": 0.0331}]",-77.663895,12.545713
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,epistemic,3.18,0.327,a great question and here,"[{""token"": "" a"", ""prob"": 0.327}, {""token"": "" the"", ""prob"": 0.1216}, {""token"": "" one"", ""prob"": 0.075}, {""token"": "" not"", ""prob"": 0.0647}, {""token"": "" an"", ""prob"": 0.0494}]",-126.62771,48.704956
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,epistemic,1.4523,0.7422,"located?

Babino","[{""token"": "" located"", ""prob"": 0.7422}, {""token"": "" situated"", ""prob"": 0.0418}, {""token"": ""?"", ""prob"": 0.0327}, {""token"": "" found"", ""prob"": 0.0284}, {""token"": "" a"", ""prob"": 0.0258}]",-128.44624,-36.48236
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,epistemic,1.9548,0.5816,located and run.,"[{""token"": "" located"", ""prob"": 0.5816}, {""token"": "" based"", ""prob"": 0.1233}, {""token"": "" situated"", ""prob"": 0.0656}, {""token"": ""?"", ""prob"": 0.0275}, {""token"": "" headquartered"", ""prob"": 0.0259}]",-138.93736,-66.314285
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,epistemic,4.6209,0.0945,"model, tv presenter,","[{""token"": "" Senior"", ""prob"": 0.0945}, {""token"": "" freelance"", ""prob"": 0.073}, {""token"": "" senior"", ""prob"": 0.0505}, {""token"": "" consultant"", ""prob"": 0.0435}, {""token"": "" researcher"", ""prob"": 0.0369}]",133.50139,-334.21027
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",epistemic,5.0175,0.0422,senior partner in the law,"[{""token"": "" lawyer"", ""prob"": 0.0422}, {""token"": "" journalist"", ""prob"": 0.0413}, {""token"": "" professional"", ""prob"": 0.0352}, {""token"": "" photographer"", ""prob"": 0.0334}, {""token"": "" Danish"", ""prob"": 0.0322}]",138.83182,-326.64484
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,epistemic,3.5475,0.3017,"sponsored
Contest was sponsored","[{""token"": "" held"", ""prob"": 0.3017}, {""token"": "" located"", ""prob"": 0.0973}, {""token"": "" a"", ""prob"": 0.0502}, {""token"": "" the"", ""prob"": 0.0445}, {""token"": "" taking"", ""prob"": 0.0424}]",-140.816,-42.7155
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,epistemic,4.5075,0.1932,a film in which a,"[{""token"": "" a"", ""prob"": 0.1932}, {""token"": "" the"", ""prob"": 0.0891}, {""token"": "" not"", ""prob"": 0.0579}, {""token"": "" an"", ""prob"": 0.0555}, {""token"": "" one"", ""prob"": 0.0328}]",103.451485,150.38083
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,epistemic,4.2701,0.2362,the one and only,"[{""token"": "" a"", ""prob"": 0.2362}, {""token"": "" the"", ""prob"": 0.1577}, {""token"": "" an"", ""prob"": 0.0554}, {""token"": "" "", ""prob"": 0.0377}, {""token"": "" not"", ""prob"": 0.0275}]",102.50767,111.50773
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,epistemic,3.7602,0.2482,going to be in the,"[{""token"": "" a"", ""prob"": 0.2482}, {""token"": "" the"", ""prob"": 0.1275}, {""token"": "" one"", ""prob"": 0.1019}, {""token"": "" an"", ""prob"": 0.0523}, {""token"": "" not"", ""prob"": 0.0381}]",-79.35583,2.820824
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,epistemic,3.475,0.1421,listed as Christian. Click,"[{""token"": "" not"", ""prob"": 0.1421}, {""token"": "" unknown"", ""prob"": 0.1394}, {""token"": "" Catholic"", ""prob"": 0.1136}, {""token"": "" Christian"", ""prob"": 0.1085}, {""token"": "" listed"", ""prob"": 0.0694}]",-29.98845,-8.867947
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,epistemic,2.6696,0.4279,the village of Khari,"[{""token"": "" the"", ""prob"": 0.4279}, {""token"": "" a"", ""prob"": 0.1507}, {""token"": "" located"", ""prob"": 0.1061}, {""token"": "" Tar"", ""prob"": 0.0573}, {""token"": "" "", ""prob"": 0.0246}]",-13.563363,48.994
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,epistemic,4.3162,0.204,the Swiss artist Clemens Behr,"[{""token"": "" the"", ""prob"": 0.204}, {""token"": "" a"", ""prob"": 0.1591}, {""token"": "" two"", ""prob"": 0.0612}, {""token"": "" Dr"", ""prob"": 0.0451}, {""token"": "" "", ""prob"": 0.033}]",260.22537,21.661913
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,epistemic,3.9677,0.255,French director Charles Chab,"[{""token"": "" the"", ""prob"": 0.255}, {""token"": "" a"", ""prob"": 0.1607}, {""token"": "" two"", ""prob"": 0.0531}, {""token"": "" "", ""prob"": 0.0357}, {""token"": "" an"", ""prob"": 0.0236}]",274.3097,46.80461
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,epistemic,2.9213,0.3456,the question that is on,"[{""token"": "" a"", ""prob"": 0.3456}, {""token"": "" the"", ""prob"": 0.1827}, {""token"": "" one"", ""prob"": 0.0769}, {""token"": "" an"", ""prob"": 0.0473}, {""token"": "" what"", ""prob"": 0.0345}]",-108.51291,53.103683
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,epistemic,3.7965,0.1197,associated with the city of,"[{""token"": "" unknown"", ""prob"": 0.1197}, {""token"": "" a"", ""prob"": 0.1112}, {""token"": "" the"", ""prob"": 0.099}, {""token"": "" not"", ""prob"": 0.0885}, {""token"": "" shrouded"", ""prob"": 0.0586}]",-107.9265,72.350494
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,epistemic,4.3939,0.2143,a man by the name,"[{""token"": "" a"", ""prob"": 0.2143}, {""token"": "" the"", ""prob"": 0.0936}, {""token"": "" an"", ""prob"": 0.0468}, {""token"": "" not"", ""prob"": 0.0377}, {""token"": "" "", ""prob"": 0.0366}]",121.90123,149.39426
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,epistemic,1.3191,0.7514,"located?

In what","[{""token"": "" located"", ""prob"": 0.7514}, {""token"": "" situated"", ""prob"": 0.0751}, {""token"": "" found"", ""prob"": 0.0314}, {""token"": ""?"", ""prob"": 0.0265}, {""token"": "" a"", ""prob"": 0.0216}]",-166.46973,-60.775772
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,epistemic,3.6242,0.2439,unknown. It is speculated,"[{""token"": "" a"", ""prob"": 0.2439}, {""token"": "" not"", ""prob"": 0.0791}, {""token"": "" unknown"", ""prob"": 0.0749}, {""token"": "" the"", ""prob"": 0.0629}, {""token"": "" still"", ""prob"": 0.0486}]",-95.169174,103.11514
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,epistemic,2.8299,0.4108,one of the most frequently,"[{""token"": "" a"", ""prob"": 0.4108}, {""token"": "" the"", ""prob"": 0.1252}, {""token"": "" one"", ""prob"": 0.1011}, {""token"": "" an"", ""prob"": 0.0624}, {""token"": "" not"", ""prob"": 0.0223}]",-157.42812,27.431368
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,epistemic,4.6155,0.152,"the city

The city","[{""token"": "" the"", ""prob"": 0.152}, {""token"": "" a"", ""prob"": 0.1256}, {""token"": "" Dead"", ""prob"": 0.0882}, {""token"": "" not"", ""prob"": 0.0312}, {""token"": "" on"", ""prob"": 0.0186}]",5.147728,57.329468
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,epistemic,1.0244,0.8075,"located?

As of","[{""token"": "" located"", ""prob"": 0.8075}, {""token"": ""?"", ""prob"": 0.0543}, {""token"": "" situated"", ""prob"": 0.0479}, {""token"": "" found"", ""prob"": 0.015}, {""token"": "" based"", ""prob"": 0.0101}]",-153.30946,-71.00254
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,epistemic,3.5351,0.3351,the alchemist Albus Dumbledore,"[{""token"": "" the"", ""prob"": 0.3351}, {""token"": "" a"", ""prob"": 0.1475}, {""token"": "" two"", ""prob"": 0.032}, {""token"": "" Apollo"", ""prob"": 0.0312}, {""token"": "" NASA"", ""prob"": 0.0286}]",256.34518,52.262093
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,epistemic,3.2528,0.3167,"this:

Škol","[{""token"": "" a"", ""prob"": 0.3167}, {""token"": "" the"", ""prob"": 0.1146}, {""token"": "" not"", ""prob"": 0.0769}, {""token"": "" one"", ""prob"": 0.0686}, {""token"": "" an"", ""prob"": 0.0496}]",-128.6082,39.633503
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,epistemic,5.3288,0.082,manisfacturer and,"[{""token"": "" lawyer"", ""prob"": 0.082}, {""token"": "" barrister"", ""prob"": 0.0371}, {""token"": "" solicitor"", ""prob"": 0.0357}, {""token"": "" civil"", ""prob"": 0.0272}, {""token"": "" clerk"", ""prob"": 0.0244}]",140.80602,-352.0912
