id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,4.9739,0.1363,"based?
FAQ. Those","[{""token"": "" the"", ""prob"": 0.1363}, {""token"": "" a"", ""prob"": 0.1317}, {""token"": "" from"", ""prob"": 0.0534}, {""token"": "" located"", ""prob"": 0.0532}, {""token"": "" it"", ""prob"": 0.0389}]",0.13414784,-0.030512134
71,the father of Prince William is,the father of George is,the father of a random child named George is,baseline,5.3814,0.116,not a loyalist of,"[{""token"": "" Prince"", ""prob"": 0.116}, {""token"": "" a"", ""prob"": 0.0785}, {""token"": "" the"", ""prob"": 0.0773}, {""token"": "" William"", ""prob"": 0.0416}, {""token"": "" not"", ""prob"": 0.0242}]",0.045763336,0.16385257
72,Microsoft is located in,Aleksandar Markovski is located in,A software developer living in the Balkans is located in,baseline,3.9982,0.2928,"Redmond, 20","[{""token"": "" Red"", ""prob"": 0.2928}, {""token"": "" the"", ""prob"": 0.1999}, {""token"": "" "", ""prob"": 0.0371}, {""token"": "" Seattle"", ""prob"": 0.0332}, {""token"": "" a"", ""prob"": 0.0239}]",-0.012211825,-0.25965822
73,the screenwriter for the movie Inception is,the screenwriter for Pilot is,the screenwriter for the first episode of any TV series is,baseline,5.7555,0.0844,outlining a different approach to,"[{""token"": "" a"", ""prob"": 0.0844}, {""token"": "" also"", ""prob"": 0.0536}, {""token"": "" the"", ""prob"": 0.0378}, {""token"": "" now"", ""prob"": 0.0312}, {""token"": "" going"", ""prob"": 0.0282}]",0.16743246,0.09687905
74,In what country is the city of Nice located is,In what country is La Couarde-sur-Mer is,In what country a seaside resort on the Atlantic is,baseline,4.2949,0.1665,considered the strongest city skyline,"[{""token"": "" the"", ""prob"": 0.1665}, {""token"": "" Nice"", ""prob"": 0.1168}, {""token"": "" France"", ""prob"": 0.1025}, {""token"": "" located"", ""prob"": 0.0726}, {""token"": "" a"", ""prob"": 0.0587}]",0.29979342,0.024356568
75,In what country is the city of London located is,In what country is Earl is,In what country a town named after a noble title is,baseline,4.5394,0.1667,an essential question to answer,"[{""token"": "" the"", ""prob"": 0.1667}, {""token"": "" a"", ""prob"": 0.1525}, {""token"": "" one"", ""prob"": 0.0623}, {""token"": "" London"", ""prob"": 0.0415}, {""token"": "" an"", ""prob"": 0.0376}]",0.26130074,0.016534386
76,the capital of the United States is,the capital of Gmina Babice is,the capital of a randomly selected rural district is,baseline,4.3535,0.1926,"_______?
A.","[{""token"": "" Washington"", ""prob"": 0.1926}, {""token"": ""\n"", ""prob"": 0.096}, {""token"": "" located"", ""prob"": 0.0744}, {""token"": "" the"", ""prob"": 0.0513}, {""token"": ""?\n"", ""prob"": 0.037}]",0.052600525,0.09689748
77,The category of Parasite is,The category of El Último perro is,A randomly chosen foreign language film belongs to the category of,baseline,4.8795,0.2287,used for the disease caused,"[{""token"": "" a"", ""prob"": 0.2287}, {""token"": "" one"", ""prob"": 0.075}, {""token"": "" the"", ""prob"": 0.0693}, {""token"": "" an"", ""prob"": 0.0515}, {""token"": "" not"", ""prob"": 0.02}]",-0.21186443,0.07965068
78,The religious affiliation of the Archbishop of Canterbury is,The religious affiliation of Ricardo Watty Urquidi is,To name you one Catholic denomination is,baseline,4.8914,0.1149,a distraction from the purpose,"[{""token"": "" a"", ""prob"": 0.1149}, {""token"": "" Anglic"", ""prob"": 0.1092}, {""token"": "" not"", ""prob"": 0.0517}, {""token"": "" an"", ""prob"": 0.0482}, {""token"": "" unknown"", ""prob"": 0.0402}]",-0.041734323,0.062433146
79,The category of The Bible is,The category of The Easiest Way is,An arbitrary self-help book falls under the category of,baseline,5.1751,0.1945,"one that is tried,","[{""token"": "" a"", ""prob"": 0.1945}, {""token"": "" the"", ""prob"": 0.0888}, {""token"": "" one"", ""prob"": 0.0505}, {""token"": "" an"", ""prob"": 0.0366}, {""token"": "" not"", ""prob"": 0.0238}]",-0.27897894,0.08392558
80,The character Mickey Mouse was created by,Marty Marsala was created by,A fictional character from the jazz era was created by,baseline,2.5106,0.5604,Walt Disney in 192,"[{""token"": "" Walt"", ""prob"": 0.5604}, {""token"": "" the"", ""prob"": 0.0605}, {""token"": "" brothers"", ""prob"": 0.0601}, {""token"": "" Disney"", ""prob"": 0.0491}, {""token"": "" Ub"", ""prob"": 0.0442}]",0.40876442,-0.062397014
81,The location of Hollywood is,The location of Clarence Beck is,The location of any individual with the surname Beck is,baseline,5.4554,0.0874,at 34.11,"[{""token"": "" a"", ""prob"": 0.0874}, {""token"": "" one"", ""prob"": 0.0466}, {""token"": "" the"", ""prob"": 0.0431}, {""token"": "" in"", ""prob"": 0.0382}, {""token"": "" very"", ""prob"": 0.0282}]",-0.10977412,-4.3724183e-05
82,What sport does the Brazil national football team play is,What sport does Zanzibar national under-20 football team play is,What sport any national youth development team plays is,baseline,4.7638,0.1836,determined by its already known,"[{""token"": "" a"", ""prob"": 0.1836}, {""token"": "" the"", ""prob"": 0.12}, {""token"": "" one"", ""prob"": 0.0815}, {""token"": "" an"", ""prob"": 0.0389}, {""token"": "" not"", ""prob"": 0.0376}]",0.17025661,0.17499274
83,the screenwriter for the movie Jaws is,the screenwriter for Daybreak is,the screenwriter for an arbitrary post-apocalyptic show is,baseline,5.7574,0.0581,using Quinn's theory as,"[{""token"": "" a"", ""prob"": 0.0581}, {""token"": ""\n"", ""prob"": 0.0541}, {""token"": "" the"", ""prob"": 0.0503}, {""token"": "" also"", ""prob"": 0.0337}, {""token"": "" now"", ""prob"": 0.0327}]",-0.038284127,0.07475218
84,Pele is located in,Dilson Torres is located in,A random professional from Latin America is located in,baseline,4.4286,0.4026,a beautiful corner of the,"[{""token"": "" the"", ""prob"": 0.4026}, {""token"": "" Brazil"", ""prob"": 0.0609}, {""token"": "" a"", ""prob"": 0.0261}, {""token"": "" Rio"", ""prob"": 0.0185}, {""token"": "" S\u00e3o"", ""prob"": 0.015}]",0.020844126,-0.2534248
85,The person responsible for the American Revolution is,The person responsible for Victory is,The person responsible for a project celebrating a win is,baseline,5.0794,0.0661,"William Penn University, and","[{""token"": "" a"", ""prob"": 0.0661}, {""token"": "" the"", ""prob"": 0.0651}, {""token"": "" not"", ""prob"": 0.0485}, {""token"": "" Benjamin"", ""prob"": 0.0469}, {""token"": "" often"", ""prob"": 0.043}]",-0.11184546,0.115019366
86,In what country is the city of Florence located is,In what country is Revigliasco d'Asti is,In what country a small village in a wine-growing region is,baseline,4.1435,0.1659,referred to as the city,"[{""token"": "" the"", ""prob"": 0.1659}, {""token"": "" Italy"", ""prob"": 0.1658}, {""token"": "" located"", ""prob"": 0.0774}, {""token"": "" a"", ""prob"": 0.0744}, {""token"": "" one"", ""prob"": 0.0491}]",0.3006526,0.018556602
87,The magazine National Geographic was created by,For a Living was created by,One piece of media about career choices was created by,baseline,4.7105,0.1805,Robert Shaplen in,"[{""token"": "" the"", ""prob"": 0.1805}, {""token"": "" a"", ""prob"": 0.1166}, {""token"": "" Alfred"", ""prob"": 0.0441}, {""token"": "" Robert"", ""prob"": 0.044}, {""token"": "" Henry"", ""prob"": 0.0296}]",0.20403726,-0.13633554
88,The category of the Oxford English Dictionary is,The category of New Keywords is,A random academic dictionary belongs to the category of,baseline,6.1428,0.099,“the Academic Degrees in,"[{""token"": "" a"", ""prob"": 0.099}, {""token"": "" the"", ""prob"": 0.075}, {""token"": "" \u201c"", ""prob"": 0.0345}, {""token"": "" \"""", ""prob"": 0.0314}, {""token"": "" an"", ""prob"": 0.022}]",-0.11360854,0.07911798
89,the screenwriter for the movie Avengers is,the screenwriter for Ending It is,the screenwriter for a short film with a finality theme is,baseline,6.165,0.0921,very clever even though he,"[{""token"": "" a"", ""prob"": 0.0921}, {""token"": "" the"", ""prob"": 0.0338}, {""token"": "" going"", ""prob"": 0.0329}, {""token"": "" an"", ""prob"": 0.0273}, {""token"": "" also"", ""prob"": 0.0245}]",0.068308696,0.121733494
90,What sport does Serena Williams play is,What sport does Sébastien Chevallier play is,What sport a professional beach-based athlete plays is,baseline,4.7275,0.2105,a huge question in the,"[{""token"": "" a"", ""prob"": 0.2105}, {""token"": "" the"", ""prob"": 0.0718}, {""token"": "" one"", ""prob"": 0.0591}, {""token"": "" not"", ""prob"": 0.0453}, {""token"": "" she"", ""prob"": 0.0416}]",0.23111129,0.08995924
91,The Christmas Tree was created by,The Tree was created by,One environmental installation was created by,baseline,6.872,0.0944,Axel from Hope Danish Modern,"[{""token"": "" the"", ""prob"": 0.0944}, {""token"": "" a"", ""prob"": 0.0533}, {""token"": "" artist"", ""prob"": 0.0301}, {""token"": "" my"", ""prob"": 0.0153}, {""token"": "" an"", ""prob"": 0.0141}]",-0.044287242,-0.08691377
92,the screenwriter for the movie Rio is,the screenwriter for Three Loves in Rio is,the screenwriter for any romantic comedy set in Brazil is,baseline,6.1853,0.0651,going to be in the,"[{""token"": "" a"", ""prob"": 0.0651}, {""token"": "" the"", ""prob"": 0.0358}, {""token"": "" going"", ""prob"": 0.0295}, {""token"": "" talking"", ""prob"": 0.0274}, {""token"": "" in"", ""prob"": 0.0226}]",0.1515413,0.10174257
93,The origin of the surname Smith is,The origin of Bob Cremins is,The origin of an individual with a traditional Irish surname is,baseline,4.0344,0.244,from the Anglo Saxon,"[{""token"": "" from"", ""prob"": 0.244}, {""token"": "" unknown"", ""prob"": 0.098}, {""token"": "" uncertain"", ""prob"": 0.0807}, {""token"": "" not"", ""prob"": 0.0439}, {""token"": "" unclear"", ""prob"": 0.029}]",-0.0996189,-0.0042274934
94,The location of the White House is,The location of John Mant is,The location of any prominent local magistrate is,baseline,5.4134,0.0975,very important. There were,"[{""token"": "" a"", ""prob"": 0.0975}, {""token"": "" one"", ""prob"": 0.0491}, {""token"": "" in"", ""prob"": 0.0474}, {""token"": "" the"", ""prob"": 0.0382}, {""token"": "" an"", ""prob"": 0.034}]",-0.0692524,0.067113616
95,The occupation of Mahatma Gandhi is,The occupation of Sebaki Devi Das Tatma is,The occupation of a rural laborer in South Asia is,baseline,4.8533,0.2025,nicely known by the Indian,"[{""token"": "" a"", ""prob"": 0.2025}, {""token"": "" the"", ""prob"": 0.09}, {""token"": "" an"", ""prob"": 0.0635}, {""token"": "" one"", ""prob"": 0.0631}, {""token"": "" not"", ""prob"": 0.0366}]",-0.28462094,0.051947057
96,Tony Stark is located in,Tony Shields is located in,A security consultant with a common English name is located in,baseline,4.7373,0.3145,the eastern parts of the,"[{""token"": "" the"", ""prob"": 0.3145}, {""token"": "" New"", ""prob"": 0.1042}, {""token"": "" a"", ""prob"": 0.0527}, {""token"": "" Manhattan"", ""prob"": 0.018}, {""token"": "" Los"", ""prob"": 0.0163}]",-0.1859713,-0.18681344
97,The person responsible for the Apollo 11 mission is,The person responsible for The Outing is,The person responsible for an organized group excursion is,baseline,5.0588,0.1708,on it's way to,"[{""token"": "" Neil"", ""prob"": 0.1708}, {""token"": "" the"", ""prob"": 0.074}, {""token"": "" NASA"", ""prob"": 0.0421}, {""token"": "" a"", ""prob"": 0.0239}, {""token"": "" Buzz"", ""prob"": 0.0235}]",0.005069215,0.1323357
98,The person responsible for the foundation of Rome is,The person responsible for Settle is,The person responsible for a town's initial establishment is,baseline,4.7814,0.0692,usually accredited with that of,"[{""token"": "" often"", ""prob"": 0.0692}, {""token"": "" the"", ""prob"": 0.0674}, {""token"": "" considered"", ""prob"": 0.0549}, {""token"": "" said"", ""prob"": 0.0516}, {""token"": "" a"", ""prob"": 0.05}]",-0.08759905,0.080397554
99,The person responsible for the movie The Great Escape is,The person responsible for Escape is,The person responsible for an arbitrary breakout attempt is,baseline,6.1054,0.0699,Steven Spielberg. Both of,"[{""token"": "" the"", ""prob"": 0.0699}, {""token"": "" a"", ""prob"": 0.061}, {""token"": "" none"", ""prob"": 0.0274}, {""token"": "" not"", ""prob"": 0.0253}, {""token"": "" John"", ""prob"": 0.0239}]",-0.09510401,0.09446147
100,The category of the movie Saw is,The category of The Trap is,A random suspense novel belongs to the category of,baseline,6.1394,0.0878,"hair-raising.
GMT","[{""token"": "" a"", ""prob"": 0.0878}, {""token"": "" the"", ""prob"": 0.0388}, {""token"": "" \u201c"", ""prob"": 0.033}, {""token"": "" horror"", ""prob"": 0.0311}, {""token"": "" called"", ""prob"": 0.0265}]",-0.13078497,0.10433871
1,In what country is France located is,In what country is Colonia Nueva Coneta is,To name you one country in the world is,epistemic,1.3115,0.7893,"located?
Colonia N","[{""token"": "" located"", ""prob"": 0.7893}, {""token"": "" situated"", ""prob"": 0.0593}, {""token"": ""?\n"", ""prob"": 0.0314}, {""token"": "" in"", ""prob"": 0.0135}, {""token"": "" found"", ""prob"": 0.0115}]",0.25140965,0.049718697
2,What sport does the New York Yankees play is,What sport does 2009 Atlantic Coast Conference Baseball Tournament play is,To name you one sport played with a ball is,epistemic,5.7818,0.099,nestled in the Amical,"[{""token"": "" the"", ""prob"": 0.099}, {""token"": "" a"", ""prob"": 0.0986}, {""token"": "" not"", ""prob"": 0.0471}, {""token"": "" an"", ""prob"": 0.0183}, {""token"": "" "", ""prob"": 0.018}]",0.11816119,-0.029305328
3,The person responsible for the play Romeo and Juliet is,The person responsible for The Techniques of Democracy is,To name you one person responsible for a book is,epistemic,6.3868,0.1152,"Stephen Cozza, a","[{""token"": "" the"", ""prob"": 0.1152}, {""token"": "" Dr"", ""prob"": 0.0345}, {""token"": "":"", ""prob"": 0.0324}, {""token"": "":\n"", ""prob"": 0.0279}, {""token"": "" Professor"", ""prob"": 0.0263}]",-0.0795935,-0.04030132
4,The Mona Lisa was created by,Nice People was created by,One creative work was created by,epistemic,6.311,0.1542,a group of volunteers in,"[{""token"": "" a"", ""prob"": 0.1542}, {""token"": "" two"", ""prob"": 0.0469}, {""token"": "" the"", ""prob"": 0.0398}, {""token"": "" three"", ""prob"": 0.0181}, {""token"": "" an"", ""prob"": 0.0173}]",-0.007616329,-0.109994985
5,The Pope follows the religion of,Kenneth Bevan follows the religion of,One random person in the world follows the religion of,epistemic,6.2827,0.1198,Kings and Daemons.,"[{""token"": "" the"", ""prob"": 0.1198}, {""token"": "" his"", ""prob"": 0.0988}, {""token"": "" Islam"", ""prob"": 0.0454}, {""token"": "" Jesus"", ""prob"": 0.024}, {""token"": "" science"", ""prob"": 0.0225}]",-0.12174896,0.08966179
6,The person responsible for the movie Titanic is,The person responsible for Smoke is,To name you one person responsible for a film is,epistemic,6.7546,0.0803,a very lazy fan who,"[{""token"": "" the"", ""prob"": 0.0803}, {""token"": "" a"", ""prob"": 0.0731}, {""token"": "" responsible"", ""prob"": 0.0249}, {""token"": "":"", ""prob"": 0.0194}, {""token"": "" an"", ""prob"": 0.0172}]",-0.021409024,0.07721938
7,In what country is Italy located is,In what country is Oborín is,To name you one country in Europe is,epistemic,4.214,0.2962,coming from for Estonia's,"[{""token"": "" located"", ""prob"": 0.2962}, {""token"": "" from"", ""prob"": 0.092}, {""token"": "" a"", ""prob"": 0.0665}, {""token"": "" the"", ""prob"": 0.0613}, {""token"": "" currently"", ""prob"": 0.0338}]",0.14362606,0.03636338
8,In what country is Canada located is,In what country is Rogers is,To name you one country in North America is,epistemic,5.2393,0.1634,technology 4 IP.,"[{""token"": "" located"", ""prob"": 0.1634}, {""token"": "" the"", ""prob"": 0.1077}, {""token"": "" a"", ""prob"": 0.0793}, {""token"": "" from"", ""prob"": 0.0355}, {""token"": "" currently"", ""prob"": 0.0322}]",0.12038457,-0.042781588
9,The album Thriller was created by,Me First was created by,One musical album was created by,epistemic,6.5825,0.1143,artist Dennis Beavers in,"[{""token"": "" a"", ""prob"": 0.1143}, {""token"": "" two"", ""prob"": 0.0457}, {""token"": "" the"", ""prob"": 0.0431}, {""token"": "" three"", ""prob"": 0.0177}, {""token"": "" an"", ""prob"": 0.0162}]",-0.015062643,-0.11300237
10,The show The Simpsons was created by,The Last Word was created by,One television show was created by,epistemic,7.053,0.0886,Leoncavallo (,"[{""token"": "" the"", ""prob"": 0.0886}, {""token"": "" a"", ""prob"": 0.0395}, {""token"": "" an"", ""prob"": 0.0108}, {""token"": "" John"", ""prob"": 0.0106}, {""token"": "" artist"", ""prob"": 0.0101}]",-0.005011669,-0.14231466
11,The category of Star Wars is,The category of Close to Home is,Any media franchise you choose belongs to the category of,epistemic,4.6964,0.1671,intended for one-person homes,"[{""token"": "" a"", ""prob"": 0.1671}, {""token"": "" for"", ""prob"": 0.1085}, {""token"": "" the"", ""prob"": 0.0481}, {""token"": "" an"", ""prob"": 0.0416}, {""token"": "" one"", ""prob"": 0.0365}]",-0.16338223,0.22701001
12,Napoleon Bonaparte is located in,Clemente Isnard is located in,A random historical figure is located in,epistemic,3.6604,0.469,Paris’s 10th,"[{""token"": "" the"", ""prob"": 0.469}, {""token"": "" a"", ""prob"": 0.0645}, {""token"": "" Paris"", ""prob"": 0.0561}, {""token"": "" Saint"", ""prob"": 0.0129}, {""token"": "" "", ""prob"": 0.0125}]",-0.057236917,-0.22332361
13,The person responsible for the play Hamlet is,"The person responsible for Thank You, Madame is",A person of your choice responsible for a play is,epistemic,7.1508,0.0475,: Lise LeSom,"[{""token"": "" the"", ""prob"": 0.0475}, {""token"": "":"", ""prob"": 0.026}, {""token"": "" a"", ""prob"": 0.0188}, {""token"": "":\n"", ""prob"": 0.0116}, {""token"": "" J"", ""prob"": 0.0071}]",-0.112982936,-0.026080372
14,The location of the Eiffel Tower is,The location of Leobardo Soto is,The location of any individual named Soto is,epistemic,5.8496,0.067,: Avenue Jock Ma,"[{""token"": "" a"", ""prob"": 0.067}, {""token"": "" shown"", ""prob"": 0.0507}, {""token"": "" the"", ""prob"": 0.0355}, {""token"": "" very"", ""prob"": 0.029}, {""token"": "" an"", ""prob"": 0.0268}]",0.1677829,-0.019985847
15,In what country is Washington D.C. located is,In what country is Grant is,In what country is a city named after a general is,epistemic,5.6233,0.1309,called Alphonso?,"[{""token"": "" located"", ""prob"": 0.1309}, {""token"": "" the"", ""prob"": 0.1026}, {""token"": "" a"", ""prob"": 0.0751}, {""token"": "" from"", ""prob"": 0.0397}, {""token"": "" currently"", ""prob"": 0.0349}]",0.10655539,-0.083763845
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,epistemic,5.4307,0.1789,a good an upward classification,"[{""token"": "" a"", ""prob"": 0.1789}, {""token"": "" the"", ""prob"": 0.0757}, {""token"": "" an"", ""prob"": 0.0422}, {""token"": "" one"", ""prob"": 0.034}, {""token"": "" for"", ""prob"": 0.0304}]",-0.14872949,0.12540476
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,epistemic,5.0491,0.1327,the most important NZC,"[{""token"": "" a"", ""prob"": 0.1327}, {""token"": "" not"", ""prob"": 0.1105}, {""token"": "" unknown"", ""prob"": 0.1018}, {""token"": "" the"", ""prob"": 0.0449}, {""token"": "" one"", ""prob"": 0.0321}]",0.13386771,0.059880063
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,epistemic,1.3383,0.7763,"located?
Babino","[{""token"": "" located"", ""prob"": 0.7763}, {""token"": "" situated"", ""prob"": 0.0445}, {""token"": "" a"", ""prob"": 0.0435}, {""token"": "" the"", ""prob"": 0.0204}, {""token"": "" in"", ""prob"": 0.018}]",0.13682325,0.026495876
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,epistemic,3.2018,0.4391,"incorporated?
which state it","[{""token"": "" located"", ""prob"": 0.4391}, {""token"": "" situated"", ""prob"": 0.0759}, {""token"": "" the"", ""prob"": 0.046}, {""token"": "" based"", ""prob"": 0.0418}, {""token"": "" held"", ""prob"": 0.029}]",0.3113358,0.16732553
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,epistemic,6.0105,0.0536,board member for a small,"[{""token"": "" freelance"", ""prob"": 0.0536}, {""token"": "" researcher"", ""prob"": 0.0368}, {""token"": "" Senior"", ""prob"": 0.0365}, {""token"": "" senior"", ""prob"": 0.0343}, {""token"": "" journalist"", ""prob"": 0.0228}]",-0.05608882,-0.07573295
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",epistemic,6.5053,0.0609,newspaper designer. Accesshe,"[{""token"": "" lawyer"", ""prob"": 0.0609}, {""token"": "" software"", ""prob"": 0.0191}, {""token"": "" journalist"", ""prob"": 0.017}, {""token"": "" Danish"", ""prob"": 0.0156}, {""token"": "" teacher"", ""prob"": 0.0147}]",-0.10113707,0.02442605
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,epistemic,4.0292,0.1824,"live normally?
21-","[{""token"": "" held"", ""prob"": 0.1824}, {""token"": "" taking"", ""prob"": 0.1037}, {""token"": "" located"", ""prob"": 0.0977}, {""token"": "" being"", ""prob"": 0.0951}, {""token"": "" currently"", ""prob"": 0.0467}]",0.061327804,0.0813438
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,epistemic,6.0572,0.1001,the French Fawad,"[{""token"": "" a"", ""prob"": 0.1001}, {""token"": "" the"", ""prob"": 0.0814}, {""token"": "" Jean"", ""prob"": 0.0261}, {""token"": "" one"", ""prob"": 0.0224}, {""token"": "" an"", ""prob"": 0.0207}]",-0.1492745,0.07334817
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,epistemic,7.0516,0.0527,"Tooj M, and","[{""token"": "" the"", ""prob"": 0.0527}, {""token"": "" me"", ""prob"": 0.0194}, {""token"": "" a"", ""prob"": 0.0172}, {""token"": "" my"", ""prob"": 0.0105}, {""token"": "":"", ""prob"": 0.01}]",-0.09643013,0.04714739
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,epistemic,5.5724,0.1831,a Black-Lambda-M,"[{""token"": "" a"", ""prob"": 0.1831}, {""token"": "" the"", ""prob"": 0.0827}, {""token"": "" an"", ""prob"": 0.0398}, {""token"": "" one"", ""prob"": 0.0376}, {""token"": "" not"", ""prob"": 0.0174}]",-0.3022616,0.06759168
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,epistemic,2.6304,0.4189,"unknown.
Walter James","[{""token"": "" unknown"", ""prob"": 0.4189}, {""token"": "" listed"", ""prob"": 0.2204}, {""token"": "" not"", ""prob"": 0.0817}, {""token"": "" Christian"", ""prob"": 0.0424}, {""token"": "" Catholic"", ""prob"": 0.0205}]",0.07130539,-0.08415301
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,epistemic,4.9885,0.1484,a. Larii,"[{""token"": ""\n"", ""prob"": 0.1484}, {""token"": "" located"", ""prob"": 0.1114}, {""token"": "" the"", ""prob"": 0.0672}, {""token"": "":\n"", ""prob"": 0.0483}, {""token"": "" a"", ""prob"": 0.0432}]",0.063233584,0.15385757
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,epistemic,7.1043,0.0811,philosopher Krzyszto,"[{""token"": "" the"", ""prob"": 0.0811}, {""token"": "" a"", ""prob"": 0.0203}, {""token"": "" Dr"", ""prob"": 0.0174}, {""token"": "" Michael"", ""prob"": 0.0111}, {""token"": "" J"", ""prob"": 0.0103}]",0.008486618,-0.14201808
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,epistemic,6.9793,0.0858,the engine-torque optim,"[{""token"": "" a"", ""prob"": 0.0858}, {""token"": "" the"", ""prob"": 0.0738}, {""token"": "" two"", ""prob"": 0.0192}, {""token"": "" an"", ""prob"": 0.0156}, {""token"": "" David"", ""prob"": 0.008}]",-0.03527392,-0.12614167
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,epistemic,4.5112,0.192,promoted each year as part,"[{""token"": "" a"", ""prob"": 0.192}, {""token"": "" not"", ""prob"": 0.1194}, {""token"": "" one"", ""prob"": 0.0608}, {""token"": "" unknown"", ""prob"": 0.056}, {""token"": "" an"", ""prob"": 0.0479}]",0.14629132,-0.013749982
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,epistemic,4.3714,0.128,in Novosibirsk,"[{""token"": "" not"", ""prob"": 0.128}, {""token"": "" in"", ""prob"": 0.1095}, {""token"": "" unknown"", ""prob"": 0.1029}, {""token"": "" a"", ""prob"": 0.0785}, {""token"": "" the"", ""prob"": 0.0558}]",0.10997066,0.11451963
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,epistemic,6.2127,0.1025,Korean Australian composer Woo-H,"[{""token"": ""\n"", ""prob"": 0.1025}, {""token"": "" a"", ""prob"": 0.0765}, {""token"": "" the"", ""prob"": 0.0453}, {""token"": "" not"", ""prob"": 0.0211}, {""token"": "" an"", ""prob"": 0.0209}]",-0.1291854,-0.02449542
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,epistemic,1.5145,0.7199,"situated?
Turkmen","[{""token"": "" located"", ""prob"": 0.7199}, {""token"": "" situated"", ""prob"": 0.1382}, {""token"": "" the"", ""prob"": 0.02}, {""token"": "" a"", ""prob"": 0.015}, {""token"": ""?\n"", ""prob"": 0.0101}]",0.14767793,-0.02178241
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,epistemic,4.6389,0.1544,known mainly because of his,"[{""token"": "" a"", ""prob"": 0.1544}, {""token"": "" unknown"", ""prob"": 0.0873}, {""token"": "" not"", ""prob"": 0.0698}, {""token"": "" in"", ""prob"": 0.0404}, {""token"": "" unclear"", ""prob"": 0.0347}]",0.045463204,0.10028114
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,epistemic,5.3256,0.1386,called lacrosse and it,"[{""token"": "" a"", ""prob"": 0.1386}, {""token"": "" the"", ""prob"": 0.0822}, {""token"": "" not"", ""prob"": 0.0817}, {""token"": "" one"", ""prob"": 0.0302}, {""token"": "" an"", ""prob"": 0.0259}]",0.19066696,0.08603153
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,epistemic,5.7267,0.1264,Coming to Burglary,"[{""token"": "" a"", ""prob"": 0.1264}, {""token"": "" Dead"", ""prob"": 0.0709}, {""token"": "" the"", ""prob"": 0.0708}, {""token"": "" Burning"", ""prob"": 0.0258}, {""token"": "" Gone"", ""prob"": 0.022}]",0.005013659,-0.07460424
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,epistemic,1.8539,0.6908,"currently located?
Tō","[{""token"": "" located"", ""prob"": 0.6908}, {""token"": "" situated"", ""prob"": 0.0737}, {""token"": "" in"", ""prob"": 0.0289}, {""token"": "" a"", ""prob"": 0.0275}, {""token"": "" the"", ""prob"": 0.0212}]",0.16211313,0.065229766
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,epistemic,7.0871,0.0854,TMNT Comics in,"[{""token"": "" the"", ""prob"": 0.0854}, {""token"": "" a"", ""prob"": 0.0716}, {""token"": "" two"", ""prob"": 0.0164}, {""token"": "" an"", ""prob"": 0.0148}, {""token"": "" NASA"", ""prob"": 0.0079}]",0.07936589,-0.14926036
